dates,DOY,YEAR,DAY,TIME,TC,SHADE,SOLAR,DEP,ACT,TA,TSUB,TSKY,VEL,RELHUM,ZEN,DAYLENGTH,ABSAN,PTCOND,POSTURE,PANT,O2_ml,H2OResp_g,H2OCut_g
07/05/69 15:00,186,1,5,15,22.75790041,0,179.5979588,0,2,21.68932937,20.81703541,4.113635744,0.182500029,35.64050116,79.89361379,10.34409622,0.85,0.1,0,1,0.330348197,0,0.003555666
07/05/69 16:00,186,1,5,16,10.90966533,0,0,0,2,12.2589171,13.95790946,-6.068682368,0.1607645,71.75865404,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000540161
07/05/69 17:00,186,1,5,17,8.744937477,0,0,0,2,10.02600408,11.4794168,-7.108857098,0.150600614,88.83639838,90,10.34409622,0.85,0.1,0,1,0.330348197,0,7.47E-05
07/05/69 18:00,186,1,5,18,7.203312072,0,0,0,2,8.432890437,9.823379344,-8.974108378,0.176518627,89.67144757,90,10.34409622,0.85,0.1,0,1,0.330348197,0,5.77E-05
07/05/69 19:00,186,1,5,19,6.120312609,0,0,0,2,7.351986854,8.577442978,-10.03534546,0.175770413,90.75768208,90,10.34409622,0.85,0.1,0,1,0.330348197,0,3.03E-05
07/05/69 20:00,186,1,5,20,5.4271326,0,0,0,2,6.575742428,7.599870539,-10.49356802,0.213120967,92.63213789,90,10.34409622,0.85,0.1,0,1,0.330348197,0,2.21E-06
07/05/69 21:00,186,1,5,21,4.966951051,0,0,0,2,6.053469607,6.882444775,-10.67722908,0.245365451,94.24007326,90,10.34409622,0.85,0.1,0,1,0.330348197,0,-2.36E-05
07/05/69 22:00,186,1,5,22,4.454007624,0,0,0,2,5.483544933,6.081691854,-11.34353704,0.301802511,90.38591694,90,10.34409622,0.85,0.1,0,1,0.330348197,0,6.52E-05
07/05/69 23:00,186,1,5,23,3.777053862,0,0,0,2,4.791149019,5.106516642,-12.49171234,0.349866357,82.92513898,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000230663
07/06/69 0:00,187,1,6,0,7.864528899,0,0,0,2,9.078622791,4.643253401,-5.315495184,0.36078709,54.94022248,90,10.34568588,0.85,0.1,0,1,0.330348197,0,0.001122622
07/06/69 1:00,187,1,6,1,8.493569998,0,0,0,2,9.68995865,6.383252028,-6.130601371,0.386595513,49.19146018,90,10.34568588,0.85,0.1,0,1,0.330348197,0,0.001393308
07/06/69 2:00,187,1,6,2,8.168118827,0,0,0,2,9.344870722,6.202223204,-6.696327989,0.401724725,49.33667519,90,10.34568588,0.85,0.1,0,1,0.330348197,0,0.001382358
07/06/69 3:00,187,1,6,3,7.996796562,0,0,0,2,9.149552674,6.289542203,-7.018367914,0.411185966,50.73031957,90,10.34568588,0.85,0.1,0,1,0.330348197,0,0.001337411
07/06/69 4:00,187,1,6,4,7.612008199,0,0,0,2,8.745302555,5.694123466,-7.093961061,0.420355356,53.80443645,90,10.34568588,0.85,0.1,0,1,0.330348197,0,0.001220733
07/06/69 5:00,187,1,6,5,7.677705095,0,0,0,2,8.793654316,5.702173673,-6.930851359,0.434856006,55.2978042,90,10.34568588,0.85,0.1,0,1,0.330348197,0,0.001198658
07/06/69 6:00,187,1,6,6,11.87877378,0,55.19484426,0,2,12.47048555,7.934487515,-2.558914397,0.461581164,43.88396358,84.40502987,10.34568588,0.85,0.1,0,1,0.330348197,0,0.002134653
07/06/69 7:00,187,1,6,7,15.96444094,0,219.3089325,0,2,14.81389372,11.34168532,-1.539613498,0.503128988,37.19664846,73.22958977,10.34568588,0.85,0.1,0,1,0.330348197,0,0.00352495
07/06/69 8:00,187,1,6,8,20.81333407,0,416.1515944,0,2,17.85688132,15.21293139,0.20380504,0.55430254,29.7848049,63.39455516,10.34568588,0.85,0.1,0,1,0.330348197,0,0.005894003
07/06/69 9:00,187,1,6,9,25.28383675,0,601.3570179,0,2,20.98752303,18.50254709,2.481445449,0.668540613,23.87074292,55.62831558,10.34568588,0.85,0.1,0,1,0.330348197,0,0.009197122
07/06/69 10:00,187,1,6,10,28.40790769,0,696.9343746,0,2,23.4830763,20.6583473,4.756463363,0.713621664,20.38303432,50.89609039,10.34568588,0.85,0.1,0,1,0.330348197,0,0.011853578
07/06/69 11:00,187,1,6,11,29.85624305,0,706.9261478,0,2,24.94969295,21.43056656,6.660800076,0.735469123,19.2921811,50.07057666,10.34568588,0.85,0.1,0,1,0.330348197,0,0.013171909
